categorie,nom,type,statut,adresse,ville,telephone,email,site_web,lien_fiche
primaire,ISchool Sousse,Primaire,Privé,Rue Omar ibn Abdelaziz bouhsina,Sousse,+216 52 220 010,,,https://www.ecoles.com.tn/etablissements/primaire/ischool-sousse
primaire,"ISTITUTO SCOLASTICO ITALIANO ""G. B. Hodierna"" TUNISI",Primaire,Privé,Avenue Tahar Ben Ammar El Menzah 9B,El Menzah,+216 216 71 873 277,segreteria@istitutoscolasticoitaliano.com,http://www.isihodiernatunisi.com,https://www.ecoles.com.tn/etablissements/primaire/istituto-scolastico-italiano-g-b-hodierna-tunisi
primaire,Izdihar School,Primaire,Privé,Route manzel cheker km1 devant lycèe 20 mars,Sfax Ville,+216 74 46 10 61 /  44 23 06 52,izdihar.school@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/izdihar-school
primaire,jacques Prévert,Primaire,Privé,"23 Rue du Lac Victoria, Les Berges du Lac",El Manar,+216 22 330 385,contact@ecole-jp.com,http://www.ecole-jp.com,https://www.ecoles.com.tn/etablissements/primaire/jacques-prevert
primaire,Jardin d'enfants L'univers,Primaire,Privé,Rue Khartoum Cité Ennour,Gafsa,+216 96 38 68 72,,,https://www.ecoles.com.tn/etablissements/primaire/jardin-denfants-lunivers
primaire,Jean Giono,Primaire,Privé,"18, rue Habib Thameur",Bizerte Nord,72432598,ejg@erlm.tn,http://www.ec-giono-lamarsa.ac-versailles.fr/,https://www.ecoles.com.tn/etablissements/primaire/jean-giono
primaire,Jean Jacques Rousseau,Primaire,Privé,Cité Zaouiya 2 Boumellal Houmt Souk,Médenine Sud,+216 23 30 96 36,,,https://www.ecoles.com.tn/etablissements/primaire/jean-jacques-rousseau-1
primaire,Jean Jacques Rousseau,Primaire,Privé,"5, rue Khaireddine / 7, rue de Lybie",Le Bardo,22459276,,,https://www.ecoles.com.tn/etablissements/primaire/jean-jacques-rousseau-0
primaire,Jean Jacques Rousseau,Primaire,Privé,Rue Oued Siliana Sidi Abdelaziz - Marsa Safsaf,La Marsa,+216 71 72 78 81,,,https://www.ecoles.com.tn/etablissements/primaire/jean-jacques-rousseau
primaire,Jean Jacques Rousseau - El Ghazella,Primaire,Privé,38 rue Daouha Cité El-Gazella,Ariana Ville,+216 71 762 796,contact@ecole-jjrousseau.com,,https://www.ecoles.com.tn/etablissements/primaire/jean-jacques-rousseau-el-ghazella
primaire,Jean Jacques Rousseau Gabes,Primaire,Privé,"8 Rue El Dorra, El Mnara, Teboulbou",Gabès,+216 53 27 70 15,jeanjacquesrousseaugabes@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/jean-jacques-rousseau-gabes
primaire,Jean Jacques Rousseau Mourouj 6,Primaire,Privé,El Mourouj 6,El Mourouj,+216 98 69 18 08,,,https://www.ecoles.com.tn/etablissements/primaire/jean-jacques-rousseau-mourouj-6
primaire,Jean Mermoz,Primaire,Privé,26 Avenue Mostapha Hjeij  Ariana,Ariana Ville,95 095 772,,,https://www.ecoles.com.tn/etablissements/primaire/jean-mermoz
primaire,Jean Racine,Primaire,Privé,"9 Rue Mohamed Hedi Amri, El Menzah 7",Ariana Ville,+216 29 52 52 52,contact@jean-racine.tn,https://jean-racine.tn,https://www.ecoles.com.tn/etablissements/primaire/jean-racine
primaire,Jeanne d'Arc,Primaire,Privé,6 rue d'Angola,Tunis,+216 71 281 771 / 71 84 48 67,,,https://www.ecoles.com.tn/etablissements/primaire/jeanne-darc
primaire,Jil El Mostakbel,Primaire,Privé,Rue des Roses,Moknine,73 435 555 / 29 083 449,,,https://www.ecoles.com.tn/etablissements/primaire/jil-el-mostakbel
primaire,Jinen Ennajeh,Primaire,Privé,"Rue de Tunis Nouvelle Medina 3 CP, Tunisie",Medina Jedida,+216 20 65 21 62/ 50 54 39 28,jinene.alnajeh@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/jinen-ennajeh
primaire,John Dewey School Sousse,Primaire,Privé,"sahloul 4, jawhara",Sousse,+216 73 823 401,,,https://www.ecoles.com.tn/etablissements/primaire/john-dewey-school-sousse
primaire,Jouhaina Academy,Primaire,Privé,"Route de Tunis près du pont Boujareen, début d'El Hedi Khalil",Bou Salem,+216 98 72 04 00,jouhainaacademy@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/jouhaina-academy
primaire,Jules Verne,Primaire,Privé,"Ain Zaghouan, derrière la maison Hyundai, sur l'autoroute Tunis",La Marsa,55817999 / 53381516,,,https://www.ecoles.com.tn/etablissements/primaire/jules-verne
primaire,Karimen School,Primaire,Privé,36 avenue de France 2074 El Mourouj,El Mourouj,+216 31 40 29 09,karimenschool@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/karimen-school
primaire,KÈFI School Innovation,Primaire,Privé,"Avenue 2 Mars, Cité Elhabib, Ezzahra",Hammam Lif,+216 97 22 83 54,mustapha.kefi@kefi-school-innovation.com,,https://www.ecoles.com.tn/etablissements/primaire/kefi-school-innovation
primaire,Khaireddine Pacha,Primaire,Privé,134 Avenue Habib Bougatfa,Le Bardo,24 960 048 / 23 584 561 / 71 510 005,inoubli01@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/khaireddine-pacha
primaire,Khairi School,Primaire,Privé,Ras Tabia,'Tozeur',+216 76 47 03 00,,,https://www.ecoles.com.tn/etablissements/primaire/khairi-school
primaire,Khaled Ibn Al Walid,Primaire,Privé,Rue Khaled Ibn El Walid,Bou Salem,+216 78 63 61 48,,,https://www.ecoles.com.tn/etablissements/primaire/khaled-ibn-al-walid
primaire,Khawarizmi-School,Primaire,Privé,Avenue 14 Janvier -  Face au Terminus métro,Ben Arous ville,+216 79 391 000,info@khawarizmi-school.com,https://www.kawarizmi-school.com,https://www.ecoles.com.tn/etablissements/primaire/khawarizmi-school
primaire,Khaznadar School,Primaire,Privé,Rue Rmada,Menzel Bourguiba,+216 50 47 47 83,schoolkhaznadar@yahoo.com,,https://www.ecoles.com.tn/etablissements/primaire/khaznadar-school
primaire,Khaznadar School 2,Primaire,Privé,12 Rue de Béja,Menzel Bourguiba,+216 50 47 47 83,schoolkhaznadar@yahoo.com,,https://www.ecoles.com.tn/etablissements/primaire/khaznadar-school-2
primaire,KHEIREDDINE PACHA,Primaire,Privé,"134 Avenue Habib Bougatfa , Bardo",Le Bardo,+216 71 510 005,,,https://www.ecoles.com.tn/etablissements/primaire/kheireddine-pacha
primaire,Kid's Paradise,Primaire,Privé,"14 Rue Mouez Ibn Badis, Immeuble Zitouna, Khezama ouest",Sousse,+216 53 209 070,janet-elatfel@hotmail.fr,,https://www.ecoles.com.tn/etablissements/primaire/kids-paradise
primaire,Kids Valley,Primaire,Privé,22 Rue Charles Nicole,Ben Arous,+216 93 47 83 30 / 71 38 18 93,,,https://www.ecoles.com.tn/etablissements/primaire/kids-valley
primaire,L'académie Rousseau - Ex Pokémon,Primaire,Privé,18 Rue Bretagne,Hammam Chott,+216 58 46 46 30,lacademie_rousseau@hotmail.com,,https://www.ecoles.com.tn/etablissements/primaire/lacademie-rousseau-ex-pokemon
primaire,L'Acadie,Primaire,Privé,Route touristique El Kantaoui,Sousse,+216 98 77 99 77,,,https://www.ecoles.com.tn/etablissements/primaire/lacadie
primaire,L'ACADIE : Ecole Canadienne de Sousse,Primaire,Privé,"Route touristique, El Kantaoui",Hammam sousse,+216 98 77 99 77,contact@acadie.com.tn,http://www.acadie.com.tn/,https://www.ecoles.com.tn/etablissements/primaire/lacadie-ecole-canadienne-de-sousse
primaire,L'avenir-Almostakbel,Primaire,Privé,Al Fahes,El Fahs,+216 52 98 66 79,ecolelavenir@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/lavenir-almostakbel
primaire,L'école,Primaire,Privé,"48, Rue aristote Cite la Gazelle",Ariana Ville,+216 29 011 004,sanscartable@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/lecole
primaire,L'Ecole Primaire Privée Charles Perrault,Primaire,Privé,87 lotissement Bousselmi Diar Ben Mahmoud Al Agba,Hraïria,+216 23 07 60 64,lecoleprimairedeperrault@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/lecole-primaire-privee-charles-perrault
primaire,L'Elite,Primaire,Privé,Aïn Mariem,Bizerte,+216 20 00 73 00,contact@lelite.tn,,https://www.ecoles.com.tn/etablissements/primaire/lelite-0
primaire,L'Elite,Primaire,Privé,Rue ksar Said Cité Amal,Manouba,+216 53 74 11 04,ennokhba.am@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/lelite
primaire,L'Enfant Leader,Primaire,Privé,39 rue des roses Riadh Andalous,Ariana Ville,+216 29 51 53 01,contact.ecole@educationabm.org,,https://www.ecoles.com.tn/etablissements/primaire/lenfant-leader
primaire,L'ERUDIT,Primaire,Privé,Avenue Dali jazi route hammamet,Nabeul,+216 72 230 435 - 98 651 872,ecolelerudit@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/lerudit
primaire,L'étoile du savoir,Primaire,Privé,"Intersection Rte ceinture et GP1, en face de zaoui meubles.",Sousse Médina,+216 21 906 040,letoiledusavoirsousse@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/letoile-du-savoir
primaire,l'excellence,Primaire,Privé,"Rue Indergandy, quartier Al-Salam",Kasserine,98948406,,,https://www.ecoles.com.tn/etablissements/primaire/lexcellence-0
primaire,l'Excellence,Primaire,Public,"Avenue Habib Bourguiba, à coté de l'UBCI",Mahdia,+216 55 206 779 / 26 296 600,,,https://www.ecoles.com.tn/etablissements/primaire/lexcellence
primaire,L'Excellence,Primaire,Privé,"Rue Des Fleurs, Rjiche",Mahdia,+216 51 96 79 82,attafaoukscool@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/lexcellence-1
primaire,L'excellence School,Primaire,Privé,route manzel chaker km1 en face de lycée 20 mars,Sfax,+216 74 24 66 32,,,https://www.ecoles.com.tn/etablissements/primaire/lexcellence-school
primaire,L'Horizon Metlaoui,Primaire,Privé,Cité Président,Métlaoui,+216 20 35 27 98,,,https://www.ecoles.com.tn/etablissements/primaire/lhorizon-metlaoui
primaire,L'Idéal School Ksour Essef,Primaire,Privé,"Route El Fatimi, Rue de Sfax (juste derrière station Agil)",Ksour Essef,+216 99 09 55 05 / 21 33 41 46,idealschoolepp@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/lideal-school-ksour-essef
primaire,L'Idole School,Primaire,Privé,GP1,Bou Argoub,+216 99 69 94 79 / 72 20 50 25,kodwaschool@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/lidole-school
primaire,L'ODYSSEE,Primaire,Privé,"Lotissement n°7, Al Hay Al Jadid, Cité El Ghazela",Raoued,+216 70 934 558 / 70 934 557,,,https://www.ecoles.com.tn/etablissements/primaire/lodyssee
primaire,La Brillance,Primaire,Privé,Rue La Police,Kasserine,+216 77 47 86 60,,,https://www.ecoles.com.tn/etablissements/primaire/la-brillance
primaire,LA CHANDELLE,Primaire,Privé,Rue Abderrazek Karabaka manzah 5,Ariana Ville,+216 20 703 470,ecole.la.chandelle@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/la-chandelle
primaire,La Coupole,Primaire,Privé,Route Menzel Chaker km 2.5,Sfax Ville,+216 98 41 32 16 / 98 23 11 68 / 99 24 32 56,lacoupole.ecole.primaire@gmail.com,http://www.fondationlacoupole.tn/fr/,https://www.ecoles.com.tn/etablissements/primaire/la-coupole
primaire,La Fontaine,Primaire,Privé,Avenue Habib Bourguiba,Ksar Hellal,+216 73 587 420 / 54 660 589,,,https://www.ecoles.com.tn/etablissements/primaire/la-fontaine
primaire,La Fontaine Bou Salem,Primaire,Privé,17 Rue El Quds,Bou Salem,+216 52 44 34 93 / 98 52 65 51,randagharbisaibi@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/la-fontaine-bou-salem
primaire,La Fontaine Des Sciences,Primaire,Privé,AFH 3100,Kairouan,+216 36 17 60 00,fontaine.sciences@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/la-fontaine-des-sciences
primaire,La Fontaine School,Primaire,Privé,Route de Fouchena en face de GARTEX,Fouchana,+216 98 45 59 27 / 55 45 59 27,,,https://www.ecoles.com.tn/etablissements/primaire/la-fontaine-school
primaire,La Joconde du Lac,Primaire,Privé,Cité les pins Lac 2,Lac,+216 26 78 40 02,contact@ecolelajoconde.tn,,https://www.ecoles.com.tn/etablissements/primaire/la-joconde-du-lac
primaire,La Joconde School,Primaire,Privé,90 Rue de l’indépendance Chebaw Oued Ellil,Manouba,+216 25 21 55 02,,http://www.lajocondeschool.webs.com/,https://www.ecoles.com.tn/etablissements/primaire/la-joconde-school
primaire,LA PERLE DE CARTHAGE,Primaire,Privé,Ain Zaghouan Nord,La Marsa,+216 25 293 999,,,https://www.ecoles.com.tn/etablissements/primaire/la-perle-de-carthage
primaire,La plume D'or,Primaire,Privé,Route Sokra Km3,Sfax,+216 74 66 52 54 / 99 49 57 20,contact@laplumedor.tn,http://www.laplumedor.tn,https://www.ecoles.com.tn/etablissements/primaire/la-plume-dor-0
primaire,La plume-d'or,Primaire,Privé,rue abdelkrim el oued,Moknine,73 474 287,laplumedor.ecole@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/la-plume-dor
primaire,La Renaissance,Primaire,Privé,Derriére Le Nouveau Monoprix (Agba),Monastir Ville,55 889 917,e.renaissance.monastir@gmail.com,http://www.larenaissance.site/?fbclid=IwAR3FRn57FvJsKhFYyrB905dg1mxbmLjOcdFoyyBNcLLvgmjfnr3IgG2MNxg,https://www.ecoles.com.tn/etablissements/primaire/la-renaissance
primaire,La Sagesse,Primaire,Privé,Rue bach hamba,Bizerte,+216 97 21 66 45/ 27 45 55 51,,,https://www.ecoles.com.tn/etablissements/primaire/la-sagesse
primaire,La Source,Primaire,Privé,Cité Nozha 2,Menzel Jemil,+216 72 49 27 28 /  24 82 72 98 / 95 95 32 37,,,https://www.ecoles.com.tn/etablissements/primaire/la-source
primaire,LAMIS SCHOOL,Primaire,Privé,4 avenue el ahram cité el ghazela,Ariana,+216 26 782 712,contact@lamischool.com,,https://www.ecoles.com.tn/etablissements/primaire/lamis-school
primaire,Larousse,Primaire,Privé,Ceinture Ksour Essef Route El Jem,Ksour Essef,+216  25 06 11 08,manellarousse@hotmail.com,,https://www.ecoles.com.tn/etablissements/primaire/larousse
primaire,Larus SCHOOL,Primaire,Privé,"5, Rue des Mères de Tunisie , El Manar 1",El Manar,+216 31 535 900,contact@larusschoolmanar.com,,https://www.ecoles.com.tn/etablissements/primaire/larus-school
primaire,Le Bahut School,Primaire,Privé,"6,Avenue Mohamed Ali Akid cité olympique",El Menzah,+216  29 39 16 52,lebahutschool@hotmail.com,,https://www.ecoles.com.tn/etablissements/primaire/le-bahut-school
primaire,Le Flambeau,Primaire,Privé,Rue Ennadhour,Bizerte,+216 97 87 88 41 / 52 87 88 45,,,https://www.ecoles.com.tn/etablissements/primaire/le-flambeau
primaire,Le Lauréat - Gafsa,Primaire,Privé,Rue Sanaa cité Ennour,Gafsa Sud,+216 76 22 21 11,,,https://www.ecoles.com.tn/etablissements/primaire/le-laureat-gafsa
primaire,LE NOUVEL HORIZON,Primaire,Privé,34 Ammar Dakleoui cité el Ghazella (près de l'école étatique el Farabi),Raoued,+216 29 392 808 / 97 684 184,,,https://www.ecoles.com.tn/etablissements/primaire/le-nouvel-horizon
primaire,Le Paradis,Primaire,Privé,12 Avenue de l'Environnement,Manouba,+216 22 55 27 04 / 71 60 79 11,ecoleprimaire.leparadis@topnet.tn,,https://www.ecoles.com.tn/etablissements/primaire/le-paradis
primaire,Le Petit Archimède,Primaire,Privé,Av. Mendès France - Skanes,Monastir Ville,+216 73 908 256,lepetitarchimede@yahoo.fr,http://www.lepetitarchimede.tn,https://www.ecoles.com.tn/etablissements/primaire/le-petit-archimede
primaire,Le Petit Prince,Primaire,Privé,Djerba,Médenine Sud,+216 20 42 05 01 / 75 65 92 19,,,https://www.ecoles.com.tn/etablissements/primaire/le-petit-prince
primaire,Le Petit Prince Mahres,Primaire,Privé,Avenue Habib Bourguiba,Mahrès,+216 24 28 23 23,bibiwissal@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/le-petit-prince-mahres
primaire,Le petit prince Sahloul,Primaire,Privé,Av Mongi Grira Sahloul 3,Sousse,+216 98 402 595,mtr.nourimelki@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/le-petit-prince-sahloul
primaire,Le Pilote école primaire privée,Primaire,Privé,35 rue de la méditerranée,Mornag,+216 29 22 41 11,ecoleprimairelepilote@outlook.fr,,https://www.ecoles.com.tn/etablissements/primaire/le-pilote-ecole-primaire-privee
primaire,Leader Kid,Primaire,Privé,Route Afrane Km2,Sfax,+216 74 61 07 62 / 29 53 84 11,,,https://www.ecoles.com.tn/etablissements/primaire/leader-kid
primaire,Leaders Kairouan,Primaire,Privé,"Cité Mansourah, Rue Al-Ward, en face de l'usine de tabac",Kairouan,+216 21 46 63 11,lppsk@outlook.com,,https://www.ecoles.com.tn/etablissements/primaire/leaders-kairouan
primaire,Leaders Of The Future,Primaire,Privé,37 street Choura Hay Riadh,Sousse,+216 73 30 20 02,leaderserriadh@yahoo.com,,https://www.ecoles.com.tn/etablissements/primaire/leaders-future
primaire,LEADERS SCHOOL,Primaire,Privé,Rue El Wouroud route Stade Sportif,M'saken,+216 73 267 083 / 97 644 729,leaders.school.contact@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/leaders-school
primaire,LES BOURGEONS,Primaire,Privé,4 Rue de Lisbonne - Mourouj 4,El Mourouj,+216 71 471 489 / 98 471 138,alimhamdi@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/les-bourgeons
primaire,les collines,Primaire,Privé,Cité Olympique,Kasserine,77411811,collines2016@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/les-collines
primaire,Les Elites,Primaire,Privé,À proximité de la protection civile,Médenine Nord,+216 27 10 70 04,,,https://www.ecoles.com.tn/etablissements/primaire/les-elites-0
primaire,LES Elites,Primaire,Privé,avenue douleb,Kasserine,,,,https://www.ecoles.com.tn/etablissements/primaire/les-elites
primaire,Les Elites d'Alyssa,Primaire,Privé,Avenue Sadok Ajabi,Mateur,+216 72 48 60 80,alyssam2014@outlook.fr,,https://www.ecoles.com.tn/etablissements/primaire/les-elites-dalyssa
primaire,Les Elites De Demain,Primaire,Privé,"En face de la base militaire aérienne, Cité de l'aéroport",Gafsa,+216 76 21 75 53,,,https://www.ecoles.com.tn/etablissements/primaire/les-elites-de-demain-0
primaire,Les Elites De Demain,Primaire,Privé,Cité Erriyadh 2,Sbiba,+216 20 58 19 28,,,https://www.ecoles.com.tn/etablissements/primaire/les-elites-de-demain
primaire,Les Elites School,Primaire,Privé,"7 Rue Habib Thameur, Rades",Radès,+216 71 44 34 23,ecole.leselites@hotmail.com,,https://www.ecoles.com.tn/etablissements/primaire/les-elites-school
primaire,Les épis de l'espoir,Primaire,Privé,El Menzah,Ariana,+216 21 08 71 50/ 71 75 35 72,,,https://www.ecoles.com.tn/etablissements/primaire/les-epis-de-lespoir
primaire,Les établissements Gustave Flaubert Maternelle et Primaire - el Agba,Primaire,Privé,59 Zone industrielle el Agba,Manouba,+216 54 488 244,flaubertschool@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/les-etablissements-gustave-flaubert-maternelle-et-primaire-el-agba
primaire,Les étoiles d’or,Primaire,Privé,18 Rue des usines zone d'activité Kheireddine LAC III,Lac,92 433 534,lesetoiles.dor.lac3@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/les-etoiles-dor
primaire,Les Génies,Primaire,Privé,"Rue Haffouz, Quartier Mongi Slim",Kairouan,+216 77 30 82 58,,,https://www.ecoles.com.tn/etablissements/primaire/les-genies
primaire,Les Génies,Primaire,Privé,"Cité Al Baten, Rue Ghana",Menzel Jemil,+216 71 37 28 52,,,https://www.ecoles.com.tn/etablissements/primaire/les-genies-0
primaire,Les Génies De La Forêt,Primaire,Privé,"17, Rue Ahmed Messkaweyh cité avicenne El Wardiya",El Kabaria,71372852,,,https://www.ecoles.com.tn/etablissements/primaire/les-genies-de-la-foret
primaire,Les Génies Jendouba,Primaire,Privé,"Rue Boulbeba Lansari , cité Romette",Jendouba Ville,+216 78 61 11 31,,,https://www.ecoles.com.tn/etablissements/primaire/les-genies-jendouba
primaire,Les Horizons,Primaire,Privé,"Dh'har El Kodia, Rue de l'école",Bizerte,+216 96 51 71 08,ecoleleshorizons2017@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/les-horizons
primaire,Les Leaders,Primaire,Privé,Rue de la Victoire,Kairouan,+216 21 46 63 11,lppsk@outlook.com,,https://www.ecoles.com.tn/etablissements/primaire/les-leaders
primaire,Les Maristes,Primaire,Privé,5 Rue d'Algérie,Hraïria,+216 71 322 238,esl@eslmaristes.org,,https://www.ecoles.com.tn/etablissements/primaire/les-maristes
primaire,Les Petits-Grands,Primaire,Privé,Rue Sidi El Barrak Cité Erriadh,Sousse,+216 73 301 933,les.petits.grands@gmail.com,https://ecolelespetitsgrands.jimdo.com/,https://www.ecoles.com.tn/etablissements/primaire/les-petits-grands
